booking_id;booking_date;booking _channel;customer_id;stay_start_date;number_of_nights;per_night_rate;hotel_id
RES013923;2024/10/06;Connected Wholesaler;145;2024/10/26;2;141,98;103
RES013924;2024/09/17;Phone;93;2024/09/22;2;116,96;101
RES013925;2024/08/23;Velora.com;311;2024/09/11;1;200,45;101
RES013926;2024/10/20;Velora.com;491;2024/10/28;1;141,68;101
RES013927;2024/09/20;Velora.com;165;2024/10/04;1;92,17;104
RES013928;2024/09/24;Phone;386;2024/10/23;2;229,22;105
RES013929;2024/09/19;Velora.com;295;2024/10/02;2;169,53;101
RES013930;2024/09/14;Phone;377;2024/10/16;1;132,53;102
RES013931;2024/10/23;At the hotel;340;2024/10/25;2;176,05;102
RES013932;2024/03/15;At the hotel;399;2024/10/14;1;101,98;107
RES013933;2024/10/17;GDS;267;2024/10/28;3;158,71;110
RES013934;2024/10/02;Velora.com;484;2024/11/03;1;112,26;107
RES013935;2024/08/29;GDS;277;2024/09/21;3;200,16;103
RES013936;2024/09/27;At the hotel;41;2024/09/28;1;228,91;103
RES013937;2024/08/24;App;316;2024/09/29;4;119,28;104
RES013938;2024/10/15;GDS;215;2024/10/20;1;126,5;107
RES013939;2024/09/13;GDS;42;2024/10/21;1;128,84;101
RES013940;2024/09/23;GDS;66;2024/10/07;4;174,84;101
RES013941;2024/09/12;Phone;78;2024/09/14;1;145,8;101
RES013942;2024/09/20;App;491;2024/10/02;2;169,46;101
RES013943;2024/10/08;At the hotel;122;2024/11/12;1;150,3;110
RES013944;2024/07/09;GDS;444;2024/10/02;1;158,77;102
RES013945;2024/10/08;Velora.com;243;2024/10/08;2;118,2;103
RES013946;2024/09/10;GDS;92;2024/09/12;4;115,66;110
RES013947;2024/08/07;Velora.com;242;2024/09/07;1;120,18;109
RES013948;2024/10/02;Phone;487;2024/10/13;3;116,87;110
RES013949;2024/08/25;App;381;2024/09/25;1;222,93;110
RES013950;2024/10/12;At the hotel;213;2024/10/13;2;161,43;108
RES013951;2024/09/26;App;59;2024/09/27;1;156,42;102
RES013952;2024/08/29;Velora.com;346;2024/09/11;2;188,52;102
RES013953;2024/10/17;Other;363;2024/10/24;2;132,53;107
RES013954;2024/08/24;GDS;487;2024/09/18;1;168,81;108
RES013955;2024/09/02;GDS;353;2024/09/03;1;115,15;103
RES013956;2024/06/28;App;384;2024/09/09;4;192,77;110
RES013957;2024/08/02;Velora.com;122;2024/10/04;1;125,99;105
RES013958;2024/10/06;Connected Wholesaler;19;2024/11/07;1;105,72;108
RES013959;2024/08/30;Velora.com;1;2024/09/06;1;143,49;105
RES013960;2024/09/05;Velora.com;378;2024/10/18;3;165,95;107
RES013961;2024/10/03;GDS;240;2024/10/03;1;132,52;102
RES013962;2024/10/13;Velora.com;484;2024/10/14;1;112,85;104
RES013963;2024/07/06;Velora.com;443;2024/10/03;2;324,96;104
RES013964;2024/09/30;At the hotel;141;2024/09/30;2;156,3;102
RES013965;2024/09/13;GDS;37;2024/09/18;1;193,94;110
RES013966;2024/09/11;At the hotel;399;2024/10/29;1;224,28;101
RES013967;2024/10/09;At the hotel;53;2024/10/11;2;173,26;109
RES013968;2024/09/23;Velora.com;120;2024/09/23;1;118,79;104
RES013969;2024/08/29;App;100;2024/09/07;2;162,31;110
RES013970;2024/09/07;App;494;2024/09/07;4;153,74;108
RES013971;2024/08/08;Velora.com;489;2024/09/12;4;222,43;106
RES013972;2024/08/03;GDS;325;2024/09/30;5;145,77;107
RES013973;2024/09/24;At the hotel;31;2024/10/01;2;207,27;110
RES013974;2024/09/14;GDS;441;2024/09/22;2;110,19;105
RES013975;2024/10/06;At the hotel;459;2024/10/15;4;33,73;103
RES013976;2024/03/31;At the hotel;97;2024/09/10;2;144,58;103
RES013977;2024/09/22;GDS;54;2024/10/23;3;186,73;101
RES013978;2024/10/09;At the hotel;347;2024/10/18;3;118,17;101
RES013979;2024/09/17;Connected Wholesaler;359;2024/09/18;2;104,82;101
RES013980;2024/10/02;App;11;2024/10/06;2;145,45;102
RES013981;2024/09/03;App;328;2024/10/06;2;167,79;109
RES013982;2024/10/14;Connected Wholesaler;5;2024/10/21;2;133,46;109
RES013983;2024/10/11;At the hotel;225;2024/10/14;2;78,59;101
RES013984;2024/08/30;GDS;468;2024/09/23;2;170,98;106
RES013985;2024/09/17;Velora.com;193;2024/09/30;2;176,74;105
RES013986;2024/09/26;Velora.com;112;2024/10/02;3;135,78;101
RES013987;2024/09/06;GDS;418;2024/09/14;2;163,63;106
RES013988;2024/09/03;GDS;118;2024/09/09;1;145,45;105
RES013989;2024/09/09;App;117;2024/10/11;1;94,12;101
RES013990;2024/10/02;At the hotel;411;2024/11/05;2;149,4;109
RES013991;2024/09/09;Velora.com;238;2024/10/18;2;154,52;101
RES013992;2024/08/05;At the hotel;110;2024/09/21;1;158,77;101
RES013993;2024/09/19;Velora.com;161;2024/09/21;1;148,48;103
RES013994;2024/08/02;App;439;2024/09/29;1;141,42;108
RES013995;2024/10/15;GDS;434;2024/10/20;2;132,04;110
RES013996;2024/09/08;At the hotel;393;2024/09/28;1;62,64;108
RES013997;2024/09/13;GDS;299;2024/09/24;2;112,05;108
RES013998;2024/09/13;At the hotel;217;2024/09/24;1;222,59;107
RES013999;2024/10/20;App;361;2024/10/26;2;129,75;104
RES014000;2024/08/15;Velora.com;491;2024/09/30;3;200,5;105
RES014001;2024/10/08;Velora.com;402;2024/10/18;1;74,94;110
RES014002;2024/09/24;At the hotel;436;2024/09/28;2;149,4;103
RES014003;2024/09/08;Velora.com;332;2024/09/12;1;82,6;110
RES014004;2024/09/20;App;181;2024/10/11;1;131,76;101
RES014005;2024/10/12;GDS;442;2024/10/13;3;82,6;109
RES014006;2024/09/14;Velora.com;217;2024/10/24;3;147,59;102
RES014007;2024/09/09;GDS;265;2024/09/11;1;106,02;103
RES014008;2024/06/12;Velora.com;454;2024/09/27;4;130,72;109
RES014009;2024/10/12;GDS;204;2024/10/17;1;276,94;102
RES014010;2024/10/03;Velora.com;429;2024/10/03;1;242,76;102
RES014011;2024/10/11;Phone;209;2024/10/12;2;88,1;106
RES014012;2024/09/05;App;162;2024/09/19;3;437,06;109
RES014013;2024/09/19;GDS;213;2024/10/31;1;174,84;105
RES014014;2024/10/14;GDS;112;2024/10/17;2;144,7;106
RES014015;2024/09/25;GDS;160;2024/10/02;3;135,7;105
RES014016;2024/04/26;At the hotel;159;2024/09/25;2;98,79;101
RES014017;2024/10/15;At the hotel;311;2024/10/20;3;212,51;101
RES014018;2024/08/04;At the hotel;67;2024/09/26;2;158,77;108
RES014019;2024/09/17;Connected Wholesaler;388;2024/10/03;3;140,91;109
RES014020;2024/08/17;GDS;201;2024/09/05;1;228,38;101
RES014021;2024/10/09;At the hotel;270;2024/10/11;4;168,67;107
RES014022;2024/10/25;At the hotel;337;2024/11/25;2;0;109
RES014023;2024/10/21;GDS;63;2024/11/02;1;138,24;107
RES014024;2024/09/06;App;126;2024/10/02;1;166,16;101
RES014025;2024/09/08;At the hotel;269;2024/09/09;1;162,65;108
RES014026;2024/09/23;Phone;396;2024/10/05;1;128,9;107
RES014027;2024/09/21;At the hotel;188;2024/09/30;2;33,73;110
RES014028;2024/09/28;At the hotel;194;2024/10/30;2;177,09;104
RES014029;2024/09/13;Velora.com;190;2024/09/14;1;162,43;106
RES014030;2024/10/01;At the hotel;232;2024/10/04;2;126,61;104
RES014031;2024/10/02;At the hotel;389;2024/10/05;1;149,4;102
RES014032;2024/09/28;At the hotel;277;2024/10/01;2;78;103
RES014033;2024/08/31;GDS;230;2024/09/27;1;153,08;105
RES014034;2024/10/07;App;370;2024/10/26;2;141,25;101
RES014035;2024/10/01;Phone;392;2024/10/12;1;112,83;107
RES014036;2024/10/15;App;131;2024/10/19;3;146,39;104
RES014037;2024/08/28;At the hotel;453;2024/09/11;1;72,29;108
RES014038;2024/09/08;App;251;2024/10/15;2;126,5;108
RES014039;2024/09/14;App;63;2024/09/21;2;134,17;104
RES014040;2024/10/07;At the hotel;95;2024/10/10;1;159;103
RES014041;2024/09/02;At the hotel;375;2024/09/12;1;33,73;104
RES014042;2024/08/01;Connected Wholesaler;441;2024/09/18;1;150,29;105
RES014043;2024/09/24;Connected Wholesaler;45;2024/11/03;2;191,39;107
RES014044;2024/10/08;Velora.com;291;2024/10/29;4;220,86;102
RES014045;2024/10/06;At the hotel;202;2024/10/29;2;33,73;110
RES014046;2024/09/27;Velora.com;328;2024/10/11;1;114,45;104
RES014047;2024/10/08;Phone;190;2024/10/13;1;129,02;108
RES014048;2024/08/24;App;425;2024/09/15;2;113,17;105
RES014049;2024/08/22;Velora.com;359;2024/09/26;3;153,61;102
RES014050;2024/09/27;Velora.com;204;2024/10/01;4;130,66;105
RES014051;2024/10/17;At the hotel;256;2024/10/17;3;172,68;102
RES014052;2024/10/11;Connected Wholesaler;486;2024/10/12;1;162,78;110
RES014053;2024/09/23;Velora.com;167;2024/10/11;2;185,42;104
RES014054;2024/09/17;Velora.com;285;2024/09/21;2;117,87;110
RES014055;2024/09/08;At the hotel;179;2024/09/08;1;0;106
RES014056;2024/09/24;Velora.com;377;2024/10/02;2;134,4;107
RES014057;2024/09/19;Velora.com;166;2024/10/02;2;157,83;104
RES014058;2024/10/04;Velora.com;320;2024/10/04;2;145,03;110
RES014059;2024/08/30;Velora.com;325;2024/10/22;1;175,9;102
RES014060;2024/10/10;Connected Wholesaler;293;2024/10/13;2;103,58;110
RES014061;2024/09/14;At the hotel;409;2024/09/15;1;178,3;101
RES014062;2024/09/29;Velora.com;57;2024/10/24;1;34,25;101
RES014063;2024/09/05;At the hotel;114;2024/09/07;1;149,52;106
RES014064;2024/07/01;App;79;2024/10/02;1;460,67;109
RES014065;2024/09/12;At the hotel;453;2024/09/12;2;368,54;109
RES014066;2024/10/03;Phone;453;2024/11/06;1;142,12;103
RES014067;2024/09/13;GDS;400;2024/10/16;2;151,8;109
RES014068;2024/09/21;GDS;190;2024/10/22;1;210,82;101
RES014069;2024/08/30;App;156;2024/09/18;4;199,87;102
RES014070;2024/09/25;GDS;102;2024/10/15;3;180,48;109
RES014071;2024/10/09;Connected Wholesaler;444;2024/11/16;1;144,56;101
RES014072;2024/09/06;GDS;170;2024/10/25;3;194,87;101
RES014073;2024/10/06;At the hotel;393;2024/10/11;1;132,64;108
RES014074;2024/10/13;At the hotel;224;2024/10/17;1;138,55;102
RES014075;2024/05/23;Velora.com;197;2024/09/06;2;188,46;109
RES014076;2024/08/29;Velora.com;254;2024/10/15;2;33,81;107
RES014077;2024/08/17;Velora.com;21;2024/11/03;4;33,78;105
RES014078;2024/09/09;App;489;2024/09/13;1;138,54;106
RES014079;2024/09/14;App;28;2024/09/15;1;125,4;107
RES014081;2024/10/10;GDS;233;2024/11/22;1;118,63;106
RES014082;2024/10/22;At the hotel;423;2024/10/26;1;78,59;106
RES014083;2024/10/08;Connected Wholesaler;147;2024/10/21;2;107,07;105
RES014084;2024/09/28;Phone;498;2024/10/11;1;135,05;109
RES014085;2024/09/19;GDS;98;2024/10/01;2;276,74;109
RES014086;2024/09/23;At the hotel;371;2024/10/20;2;144,58;107
RES014087;2024/10/07;GDS;353;2024/10/10;2;123,73;108
RES014088;2024/07/25;GDS;347;2024/10/08;2;207,26;109
RES014089;2024/10/05;Phone;95;2024/11/08;2;129,52;108
RES014090;2024/10/07;GDS;472;2024/10/23;2;132,53;106
RES014091;2024/10/10;GDS;273;2024/10/16;2;156,75;104
RES014092;2024/09/24;GDS;291;2024/09/26;2;152,66;104
RES014093;2024/09/18;GDS;225;2024/09/22;3;114,43;110
RES014094;2024/10/07;At the hotel;321;2024/10/15;2;48,48;110
RES014095;2024/10/08;Velora.com;183;2024/10/08;3;129,88;109
RES014096;2024/09/12;Phone;93;2024/10/08;1;161,82;101
RES014097;2024/09/30;At the hotel;379;2024/10/02;1;126,61;107
RES014098;2024/07/02;GDS;397;2024/09/25;1;180,72;106
RES014099;2024/10/28;GDS;227;2024/10/29;2;134,34;106
RES014100;2024/10/10;App;475;2024/10/14;1;131,32;108
RES014101;2024/08/31;At the hotel;27;2024/09/04;4;137,35;105
RES014102;2024/09/05;Velora.com;132;2024/09/09;3;193,45;103
RES014103;2024/09/27;App;460;2024/09/29;2;107,84;109
RES014104;2024/10/12;GDS;126;2024/10/21;2;145,48;101
RES014105;2024/09/26;Connected Wholesaler;85;2024/09/26;2;116,39;109
RES014106;2024/10/27;App;438;2024/10/27;1;110,84;102
RES014107;2024/09/28;At the hotel;386;2024/10/01;1;157,57;106
RES014108;2024/09/07;GDS;150;2024/09/18;1;133,33;105
RES014109;2024/10/01;At the hotel;19;2024/10/01;1;70,91;106
RES014110;2024/09/08;GDS;471;2024/09/18;1;180,74;107
RES014111;2024/08/04;GDS;218;2024/09/13;1;122,88;103
RES014112;2024/10/13;At the hotel;407;2024/10/27;2;152,72;109
RES014113;2024/09/05;GDS;327;2024/09/12;2;224,04;109
RES014114;2024/10/26;At the hotel;39;2024/10/27;2;126,61;104
RES014115;2024/09/10;Phone;289;2024/09/26;1;146,66;109
RES014116;2024/10/18;GDS;99;2024/10/21;2;192,37;101
RES014117;2024/09/21;At the hotel;328;2024/09/23;3;219,83;110
RES014118;2024/10/09;At the hotel;387;2024/10/15;3;70,48;103
RES014119;2024/10/19;At the hotel;17;2024/11/21;1;222,59;109
RES014120;2024/10/03;At the hotel;481;2024/11/05;3;149,4;106
RES014121;2024/09/21;At the hotel;417;2024/09/26;2;70,48;109
RES014122;2024/10/20;At the hotel;466;2024/10/24;2;213,73;102
RES014123;2024/10/11;App;146;2024/10/15;2;141,3;110
RES014124;2024/08/27;GDS;357;2024/09/16;1;140,44;103
RES014125;2024/09/28;Velora.com;458;2024/09/29;1;108,43;110
RES014126;2024/08/15;Velora.com;188;2024/09/21;2;154,5;106
RES014127;2024/07/31;GDS;123;2024/10/22;2;190,34;103
RES014128;2024/08/07;GDS;159;2024/10/25;2;133,33;109
RES014129;2024/10/01;At the hotel;70;2024/10/04;3;222,59;101
RES014130;2024/08/26;GDS;267;2024/10/27;1;133,35;110
RES014131;2024/09/25;Velora.com;471;2024/10/01;1;135,43;107
RES014132;2024/10/08;Velora.com;76;2024/10/11;2;188,47;105
RES014133;2024/10/14;At the hotel;56;2024/10/29;3;118,17;108
RES014134;2024/10/01;Phone;302;2024/10/05;1;33,78;109
RES014135;2024/11/01;Velora.com;192;2024/11/01;1;33,78;102
RES014136;2024/09/20;Velora.com;136;2024/10/26;5;207,88;102
RES014137;2024/10/13;Velora.com;432;2024/10/19;1;33,81;103
RES014138;2024/09/05;Phone;375;2024/10/12;3;163,39;107
RES014139;2024/10/21;GDS;418;2024/11/23;1;133,94;102
RES014140;2024/08/25;GDS;111;2024/09/30;3;219,26;105
RES014141;2024/06/13;GDS;270;2024/09/25;1;134,34;103
RES014142;2024/10/22;App;410;2024/10/23;2;166,97;102
RES014143;2024/10/28;GDS;88;2024/11/29;1;112,64;109
RES014144;2024/09/16;Phone;294;2024/09/17;1;189,09;103
RES014145;2024/07/23;GDS;19;2024/09/29;2;162,63;102
RES014146;2024/10/16;Velora.com;385;2024/11/18;4;109,73;106
RES014147;2024/09/07;App;499;2024/10/19;2;211,02;105
RES014148;2024/09/15;At the hotel;53;2024/09/16;2;147,88;102
RES014149;2024/09/30;At the hotel;366;2024/10/02;2;170,98;105
RES014150;2024/10/11;At the hotel;452;2024/10/11;2;150,6;101
RES014151;2024/07/11;GDS;57;2024/09/22;1;148,49;101
RES014152;2024/10/01;At the hotel;442;2024/10/04;2;170,98;107
RES014153;2024/09/04;GDS;82;2024/09/30;1;158,73;110
RES014154;2024/09/26;GDS;494;2024/09/29;1;122,87;109
RES014155;2024/09/01;Velora.com;452;2024/09/05;1;251,34;105
RES014156;2024/10/17;App;336;2024/10/23;1;178,32;104
RES014157;2024/09/05;Velora.com;287;2024/09/08;2;111,25;102
RES014158;2024/08/13;Connected Wholesaler;343;2024/09/21;2;95,24;103
RES014159;2024/09/20;At the hotel;41;2024/09/20;1;138,18;110
RES014160;2024/09/29;Velora.com;394;2024/10/06;3;103,13;110
RES014161;2024/09/17;Velora.com;362;2024/09/28;3;114,46;101
RES014162;2024/10/15;Velora.com;367;2024/11/24;1;147,59;109
RES014163;2024/09/12;Connected Wholesaler;72;2024/10/16;3;154,92;110
RES014164;2024/09/05;At the hotel;149;2024/09/06;3;105,51;110
RES014165;2024/09/23;At the hotel;458;2024/10/08;1;201,51;110
RES014166;2024/10/08;GDS;461;2024/10/16;1;204,39;103
RES014167;2024/09/30;GDS;347;2024/10/06;2;108,18;108
RES014168;2024/09/13;Phone;63;2024/09/15;1;194,98;108
RES014169;2024/08/18;Velora.com;173;2024/10/01;2;148,48;108
RES014170;2024/10/15;At the hotel;297;2024/10/17;1;132,64;103
RES014171;2024/09/28;Phone;109;2024/10/01;2;251,37;102
RES014172;2024/09/13;At the hotel;280;2024/09/18;2;168,66;109
RES014173;2024/09/30;Velora.com;409;2024/10/02;2;120,53;101
RES014174;2024/09/30;GDS;496;2024/10/08;2;183,16;110
RES014175;2024/08/29;At the hotel;415;2024/09/22;1;66,67;105
RES014176;2024/09/29;At the hotel;79;2024/11/02;1;126,61;103
RES014177;2024/09/15;GDS;330;2024/09/21;2;121,06;107
RES014178;2024/09/11;At the hotel;231;2024/09/11;1;34,2;106
RES014179;2024/09/16;Phone;331;2024/10/06;2;128,45;107
RES014180;2024/09/20;GDS;185;2024/10/14;2;152,14;103
RES014181;2024/09/04;GDS;51;2024/09/08;2;162,43;105
RES014182;2024/10/06;At the hotel;470;2024/10/12;1;56,67;105
RES014183;2024/10/13;Velora.com;278;2024/10/30;5;295,12;107
RES014184;2024/10/15;Velora.com;496;2024/10/18;1;46,06;103
RES014185;2024/09/30;App;44;2024/10/02;2;146,56;110
RES014186;2024/09/11;GDS;480;2024/10/25;1;153,6;102
RES014187;2024/07/30;Velora.com;180;2024/10/03;5;178,56;103
RES014188;2024/09/17;GDS;284;2024/10/27;1;163,84;107
RES014189;2024/09/30;Connected Wholesaler;461;2024/09/30;1;140,05;107
RES014190;2024/10/19;At the hotel;293;2024/10/20;1;77,37;108
RES014191;2024/09/08;Velora.com;158;2024/10/14;2;163,6;105
RES014192;2024/09/01;Velora.com;348;2024/09/19;1;135,78;103
RES014193;2024/09/25;GDS;273;2024/09/27;2;137,46;105
RES014194;2024/10/02;At the hotel;213;2024/10/02;2;213,43;102
RES014195;2024/09/04;At the hotel;95;2024/09/06;2;149,4;102
RES014196;2024/09/09;App;82;2024/09/15;1;128,91;110
RES014197;2024/10/21;At the hotel;473;2024/10/22;1;132,53;110
RES014198;2024/08/08;GDS;256;2024/10/18;1;203,66;106
RES014199;2024/09/10;At the hotel;376;2024/09/12;1;147,58;106
RES014200;2024/09/25;At the hotel;477;2024/09/26;2;120,32;105
RES014201;2024/10/10;Phone;103;2024/10/30;2;192,51;110
RES014202;2024/10/13;Velora.com;200;2024/10/19;2;107,62;109
RES014203;2024/09/19;Phone;202;2024/10/03;3;240,47;107
RES014204;2024/10/04;At the hotel;34;2024/10/04;1;135,05;109
RES014205;2024/09/02;At the hotel;269;2024/10/03;1;183,72;105
RES014206;2024/09/26;Velora.com;457;2024/09/29;3;156,92;110
RES014207;2024/09/04;GDS;155;2024/09/07;2;186,3;105
RES014208;2024/09/10;Velora.com;15;2024/10/01;1;253,49;110
RES014209;2024/09/24;GDS;187;2024/09/30;2;117,74;103
RES014210;2024/10/07;At the hotel;86;2024/10/22;1;162,78;102
RES014211;2024/10/19;At the hotel;82;2024/10/23;2;213,73;101
RES014212;2024/09/13;App;10;2024/10/01;1;128,91;104
RES014213;2024/07/28;Velora.com;250;2024/09/10;1;148,49;106
RES014214;2024/10/14;Velora.com;457;2024/10/14;1;149,84;110
RES014215;2024/10/08;App;382;2024/10/16;1;204,39;108
RES014216;2024/09/08;App;336;2024/09/12;2;142,15;106
RES014217;2024/09/03;Velora.com;99;2024/09/28;1;143,07;107
RES014218;2024/09/08;GDS;377;2024/10/08;2;150,59;109
RES014219;2024/10/03;Velora.com;76;2024/10/04;2;249,15;107
RES014220;2024/09/27;At the hotel;203;2024/10/06;1;144,58;104
RES014221;2024/09/28;GDS;445;2024/09/29;2;82,6;108
RES014222;2024/09/14;At the hotel;324;2024/09/15;1;128,74;104
RES014223;2024/09/17;Velora.com;109;2024/09/25;2;177,84;102
RES014224;2024/10/10;At the hotel;272;2024/10/11;3;187,81;109
RES014225;2024/09/05;Phone;352;2024/09/18;1;212,68;110
RES014226;2024/09/19;GDS;309;2024/09/24;1;112,65;109
RES014227;2024/09/04;At the hotel;294;2024/10/04;1;142,5;101
RES014228;2024/09/16;At the hotel;400;2024/09/20;1;132,53;109
RES014229;2024/03/03;At the hotel;180;2024/10/02;2;101,98;105
RES014230;2024/09/10;Phone;452;2024/10/09;3;205,75;104
RES014231;2024/10/05;App;349;2024/10/08;2;246,66;103
RES014232;2024/09/08;At the hotel;216;2024/10/12;1;244,26;103
RES014233;2024/09/28;GDS;28;2024/10/08;2;138,54;104
RES014234;2024/09/05;At the hotel;60;2024/09/19;5;232,35;103
RES014235;2024/10/18;GDS;441;2024/10/19;2;208;105
RES014236;2024/09/04;GDS;312;2024/09/12;1;125,3;110
RES014237;2024/08/28;Phone;174;2024/09/15;1;169,52;110
RES014238;2024/10/10;GDS;416;2024/10/29;1;159,69;104
RES014239;2024/10/03;Connected Wholesaler;237;2024/10/08;1;108,03;102
RES014240;2024/10/19;GDS;177;2024/10/29;1;106,06;104
RES014241;2024/09/23;GDS;417;2024/10/03;2;121,68;105
RES014242;2024/09/15;Velora.com;171;2024/09/16;1;213,4;106
RES014243;2024/09/04;At the hotel;257;2024/09/07;2;222,59;107
RES014244;2024/09/05;App;153;2024/09/28;1;167,02;109
RES014245;2024/09/11;App;50;2024/09/14;1;114,46;106
RES014246;2024/09/16;App;235;2024/09/20;2;158,77;101
RES014247;2024/09/13;Connected Wholesaler;247;2024/09/18;1;131,82;108
RES014248;2024/07/19;At the hotel;388;2024/09/02;1;151,51;102
RES014249;2024/10/24;Phone;153;2024/10/25;1;140,24;110
RES014250;2024/08/17;At the hotel;68;2024/09/11;1;118,07;106
RES014251;2024/10/22;GDS;305;2024/10/30;3;117,77;110
RES014252;2024/08/17;Connected Wholesaler;53;2024/09/25;2;210,09;103
RES014253;2024/08/17;GDS;453;2024/09/08;1;144,7;108
RES014254;2024/09/01;GDS;270;2024/09/05;2;145,59;107
RES014255;2024/09/15;Velora.com;160;2024/10/07;1;262,92;110
RES014256;2024/08/31;At the hotel;254;2024/09/01;3;193,94;107
RES014257;2024/10/04;Phone;232;2024/10/24;1;147,47;105
RES014258;2024/09/18;GDS;479;2024/09/25;3;121,21;104
RES014259;2024/10/21;Velora.com;188;2024/10/26;1;163,1;108
RES014260;2024/09/29;App;87;2024/10/03;4;120,48;105
RES014261;2024/09/28;App;6;2024/09/28;1;138,37;103
RES014262;2024/09/23;GDS;425;2024/10/17;2;262,58;108
RES014263;2024/09/13;GDS;174;2024/10/24;2;133,33;109
RES014264;2024/05/16;Phone;455;2024/10/09;1;141,61;106
RES014265;2024/09/28;GDS;434;2024/10/03;1;122,13;104
RES014266;2024/08/30;Phone;396;2024/10/28;1;154,8;104
RES014267;2024/10/20;At the hotel;281;2024/10/21;2;77,37;101
RES014268;2024/09/28;Phone;174;2024/11/03;1;195,15;107
RES014269;2024/10/01;App;433;2024/10/29;1;227,78;106
RES014270;2024/05/02;At the hotel;425;2024/09/30;2;140,6;104
RES014271;2024/09/03;Velora.com;499;2024/10/06;1;165,62;110
RES014272;2024/08/27;At the hotel;100;2024/09/06;3;197,75;110
RES014273;2024/05/14;GDS;106;2024/10/07;1;360,96;101
RES014274;2024/09/17;GDS;415;2024/10/16;2;174,46;103
RES014275;2024/08/07;Connected Wholesaler;231;2024/09/04;2;208,36;109
RES014276;2024/09/20;Velora.com;177;2024/09/20;2;125,73;108
RES014277;2024/07/31;Phone;257;2024/09/22;4;147,88;102
RES014278;2024/10/04;Velora.com;48;2024/10/10;3;154,21;102
RES014279;2024/09/24;At the hotel;144;2024/09/24;4;169,47;101
RES014280;2024/10/18;Phone;31;2024/10/22;1;201,97;106
RES014281;2024/09/12;App;43;2024/09/13;1;107,8;101
RES014282;2024/10/18;Connected Wholesaler;412;2024/10/21;1;129,88;109
RES014283;2024/10/16;App;393;2024/10/18;2;110,84;110
RES014284;2024/09/11;At the hotel;301;2024/09/13;2;150,6;110
RES014285;2024/10/22;At the hotel;374;2024/10/25;1;77,37;106
RES014286;2024/09/15;At the hotel;468;2024/09/19;2;0;105
RES014287;2024/10/21;App;144;2024/10/22;2;121,14;108
RES014288;2024/08/16;Velora.com;154;2024/10/03;2;33,74;108
RES014289;2024/05/02;At the hotel;430;2024/10/01;2;98,79;109
RES014290;2024/08/13;At the hotel;127;2024/09/02;1;0;103
RES014291;2024/08/17;GDS;437;2024/10/21;5;162,78;101
RES014292;2024/10/22;Connected Wholesaler;452;2024/10/23;1;136,43;107
RES014293;2024/08/05;Velora.com;120;2024/10/10;1;157,57;101
RES014294;2024/09/05;Velora.com;463;2024/10/30;2;167,24;102
RES014295;2024/07/04;GDS;119;2024/09/13;1;203,66;104
RES014297;2024/09/10;Velora.com;313;2024/09/16;1;123,97;108
RES014298;2024/09/05;Velora.com;82;2024/09/06;5;188,46;104
RES014299;2024/10/13;App;370;2024/10/14;1;150,6;102
RES014300;2024/10/05;At the hotel;459;2024/11/05;2;66,67;102
RES014301;2024/09/05;At the hotel;69;2024/09/07;1;236,93;109
RES014302;2024/09/24;App;5;2024/10/04;1;192,37;103
RES014303;2024/10/14;GDS;315;2024/10/16;1;138,55;102
RES014304;2024/09/22;Velora.com;331;2024/09/28;3;103,34;103
RES014305;2024/09/09;GDS;320;2024/09/20;1;140,96;110
RES014306;2024/10/25;Connected Wholesaler;21;2024/10/26;1;103,53;108
RES014307;2024/09/21;At the hotel;460;2024/10/02;2;168,32;103
RES014308;2024/08/07;Phone;468;2024/10/02;1;213,33;108
RES014309;2024/09/09;Connected Wholesaler;121;2024/09/16;1;145,6;107
RES014310;2024/10/03;Velora.com;480;2024/10/09;2;135,78;110
RES014311;2024/10/15;Velora.com;422;2024/10/25;2;78,79;101
RES014313;2024/09/14;Velora.com;162;2024/09/22;2;136,59;110
RES014314;2024/09/12;At the hotel;355;2024/09/15;1;33,73;109
RES014315;2024/08/20;Velora.com;154;2024/09/07;2;157,83;107
RES014316;2024/09/15;GDS;56;2024/10/25;3;135,42;103
RES014317;2024/09/20;GDS;252;2024/09/22;4;102,4;109
RES014318;2024/10/17;Phone;148;2024/10/21;1;134,54;109
RES014319;2024/08/22;GDS;280;2024/09/01;3;163,63;110
RES014320;2024/08/29;GDS;43;2024/10/10;1;240,96;105
RES014321;2024/10/16;At the hotel;333;2024/10/17;1;132,53;109
RES014322;2024/10/14;Connected Wholesaler;14;2024/10/15;2;195,94;107
RES014323;2024/09/25;App;361;2024/09/28;2;126,61;102
RES014324;2024/08/27;GDS;330;2024/09/26;1;201,97;101
RES014325;2024/08/24;Velora.com;79;2024/09/12;4;171,2;102
RES014326;2024/09/27;At the hotel;224;2024/10/24;1;218,01;110
RES014327;2024/10/11;Velora.com;147;2024/11/21;1;153,6;104
RES014328;2024/09/27;Velora.com;379;2024/09/28;2;90,91;106
RES014329;2024/09/06;Velora.com;138;2024/09/09;1;167,08;105
RES014330;2024/09/13;GDS;339;2024/09/21;3;108,43;104
RES014331;2024/08/22;Velora.com;432;2024/09/09;4;76,99;102
RES014332;2024/04/30;Phone;54;2024/09/06;2;0;110
RES014333;2024/10/08;Connected Wholesaler;446;2024/10/14;2;91,6;106
RES014334;2024/10/02;GDS;365;2024/10/08;3;126,75;107
