id,name,sex,height,weight,team
57792,Georgi Kasabov,M,173,66,Bulgaria
57793,Petar Dimitrov Kasabov,M,170,74.5,Bulgaria
57794,Radoslav Petrov Kasabov,M,182,87,Bulgaria
57795,Satoomi Kasagi,M,181,78,Japan
57796,Erika Kasahara,F,164,48,Japan
57797,Shigeru Kasahara,M,,,Japan
57798,Shohei Kasahara,M,177,83,Japan
57799,Takahiko Kasahara,M,180,75,Japan
57800,Tatsumi Kasahara,M,168,60,Japan
57801,Hisashi Kasai,M,174,70,Japan
57802,Masae Kasai (-Nakamura),F,174,63,Japan
57803,Noriaki Kasai,M,176,60,Japan
57804,Yury Kasakov,M,,,Soviet Union
57805,Renata Kasalov (-Makov),F,164,59,Czechoslovakia
57806,"Yuse ""Yuji"" Kasama",M,194,85,Japan
57807,Akihiro Kasamatsu,M,172,62,Japan
57808,Shigeru Kasamatsu,M,173,59,Japan
57809,Pajtim Kasami,M,171,85,Switzerland
57810,"Karolj ""Karlo"" Kasap",M,173,74,Yugoslavia
57811,Vasiliki Kasapi,F,173,118,Greece
57812,Alper Kasapolu,M,186,83,Turkey
57813,Kudret Kasar,M,,,Turkey
57814,Tams Kss,M,200,94,Hungary
57815,Zoltn Kss,M,190,87,Hungary
57816,Darya Sergeyevna Kasatkina,F,170,62,Russia
57817,Aleksey Viktorovich Kasatonov,M,180,84,Soviet Union
57818,Yukio Kasaya,M,170,66,Japan
57819,Zarema Abukarovna Kasayeva,F,160,69,Russia
57820,Abdel Ali Kasbane,M,175,64,Morocco
57821,Mohamed Kasbr,M,173,64,Egypt
57822,Karl Konrad Kaschka,M,,,Austria
57823,Gunther Kaschlun,M,,,Germany
57824,Ilse Kaschube (-Zeisler),F,166,65,East Germany
57825,Kiyoshi Kase,M,,,Japan
57826,Giovanni Kasebacher,M,,,Italy
57827,Mohamad Kasem,M,172,73,Syria
57828,Nurbek Kasenov,M,180,71,Kyrgyzstan
57829,Indrek Kaseorg,M,194,86,Estonia
57830,Anja Kser,F,172,60,Switzerland
57831,Elisabeth Kser,F,169,68,Switzerland
57832,Waltraud Kaser,F,169,61,Italy
57833,Yannick Kser,M,186,81,Switzerland
57834,Monika Kaserer,F,169,58,Austria
57835,Fritz Ksermann,M,,,Switzerland
57836,Amos Markovich Kash,M,,,Russia
57837,Rima Kashafutdinova,F,160,48,Kazakhstan
57838,Jafar Ashraf Kashani,M,175,69,Iran
57839,Ravil Iskhakovich Kashapov,M,170,61,Soviet Union
57840,Klara Kashapova,F,158,47,Russia
57841,Svitlana Kashchenko de Lpez,F,163,55,Nicaragua
57842,Oksana Mykhailivna Kashchyshyna,F,165,53,Ukraine
57843,Andrey Grigoryevich Kashechkin,M,182,63,Kazakhstan
57844,Hitomi Kashima,F,162,52,Japan
57845,Takehiro Kashima,M,168,62,Japan
57846,Frederick Kashimoto,M,,,Zambia
57847,Katsufusa Kashimura,M,174,66,Japan
57848,Seiichiro Kashio,M,,,Japan
57849,Yury Alekseyevich Kashirin,M,182,78,Soviet Union
57850,Tatyana Yuryevna Kashirina,F,177,75,Russia
57851,"Henry Charles ""Hank"" Kashiwa",M,170,66,United States
57852,Michiko Kashiwabara,F,160,53,Japan
57853,Kumiko Kashiwagi,F,159,53,Japan
57854,Masayoshi Kashiwagi,M,170,65,Japan
57855,Masaru Kashiwahara,M,,,Japan
57856,Igor Alekseyevich Kashkarov,M,184,88,Soviet Union
57857,Yury Fyodorovich Kashkarov,M,185,77,Soviet Union
57858,"Jalal Ali ""Joe"" Kashmiri",M,192,114,Iran
57859,Ziyad Kashmiri,M,,,Saudi Arabia
57860,"Svetlana ""Svetla"" Kashtelyan",F,154,45,Bulgaria
57861,Igor Kashurov,M,194,91,Soviet Union
57862,Parupalli Kashyap,M,173,,India
57863,Inna Oleksandrivna Kashyna,F,162,48,Ukraine
57864,Oleksiy Serhiyovych Kasianov,M,191,88,Ukraine
57865,Mladen Kai,M,187,82,Yugoslavia
57866,Jan Stanisaw Kasielski,M,178,74,Poland
57867,Ahmed Sayed Kasim,M,164,60,Iraq
57868,Irina Nikolayevna Kasimova,F,168,69,Russia
57869,Ruth Nanozzi Kasirye,F,160,63,Norway
57870,Taweesak Kasiwat,M,170,87,Thailand
57871,Aleksander Kask,M,164,60,Estonia
57872,Harry Hubert Kaskey,M,,,United States
57873,"John Hare ""Jack"" Kasley",M,,,United States
57874,Dagmar Ksling (-Lhnenschlo),F,170,59,East Germany
57875,Gnter Kaslowski,M,180,80,Germany
57876,Madek Kasman,M,160,59,Indonesia
57877,Orsolya Kas,F,187,72,Hungary
57878,Michelle Plourde Kasold,F,161,53,United States
57879,Mwana Bute Kasongo,M,187,72,Congo (Kinshasa)
57880,"Agathi ""Agi"" Kasoumi",F,166,63,Greece
57881,Dimitrios Kasoumis,M,167,75,Greece
57882,Alena Kaov (-Uberalov),F,168,59,Czechoslovakia
57883,Arndt Kaspar,M,184,88,West Germany
57884,Felix Kaspar,M,,,Austria
57885,Jon Kapar,M,182,82,Czech Republic
57886,Karel Kapar,M,167,60,Czechoslovakia
57887,Darius Vladovich Kasparaitis,M,180,96,Unified Team
57888,Thies Kaspareit,M,180,79,West Germany
57889,rka Kaprkov,F,186,70,Czechoslovakia
57890,Jan Kasper,M,,,Czechoslovakia
57891,John Kasper,M,180,95,United States-2
57892,Nolan Kasper,M,173,79,United States
57893,Peter Kasper,M,183,88,Austria
57894,Romy Kasper,F,173,59,Germany
57895,Henryk Wojciech Kasperczak,M,180,75,Poland
57896,Janusz Kasperczak,M,,,Poland
57897,Dmitry Levonovich Kasperovich,M,157,60,Belarus
57898,Micha Kasperowicz,M,180,92,Poland
57899,Andrzej Zdzisaw Kasprzak,M,198,85,Poland
57900,Anna Kasprzak,F,173,66,Denmark
57901,Zdzisaw Kasprzak,M,179,75,Poland
57902,Mieczysaw Kasprzycki,M,170,75,Poland
57903,Marian Krzysztof Kasprzyk,M,169,69,Poland
57904,Stanisaw Kasprzyk,M,169,69,Poland
57905,"Stephen ""Steve"" Kasprzyk",M,201,103,United States
57906,Artras Kasputis,M,183,83,Soviet Union
57907,"Daniel ""Danny"" Kass",M,165,61,United States
57908,Faazil Kassam,M,176,58,Canada
57909,Nabil Kassel,M,182,75,Algeria
57910,Philip (Philipp-) Kassel,M,,,United States
57911,Reem Mohamed Hussein El-Sayed Kassem,F,175,75,Egypt
57912,Marios Kassianidis,M,175,66,Cyprus
57913,Denika Kassim,F,157,45,Comoros
57914,Elmo Kassin,M,170,68,Estonia
57915,Fabrizio Kasslatter,M,175,66,Italy
57916,Mira Kristiina Kasslin,F,176,70,Finland
57917,Onni Olavi Kasslin,M,176,80,Finland
57918,Maxemillion Kassman,M,175,62,Papua New Guinea
57919,Samantha Kassman,F,163,48,Papua New Guinea
57920,Albertina da Cruz Kassoma,F,192,105,Angola
57921,Mirwan Kassouf,M,180,74,Lebanon
57922,Ole Bjarne Kassow,M,184,78,Denmark
57923,Kamil Kak,M,178,78,Czechoslovakia
57924,"Spyridon ""Spyros"" Kastanis",M,175,65,Greece
57925,"Jeanette Hermine ""Jenny"" Kastein (-Scheijde)",F,,,Netherlands
57926,Andrej Kastelic,M,185,88,Slovenia
57927,Lars Petrus Ragnar Kastenman (Eriksson-),M,,,Sweden
57928,"Robert A. ""Bob"" Kasting",M,189,80,Canada
57929,Herbert Ferdinand Kastinger,M,,,Austria
57930,Miriam-Stefanie Kastlunger,F,169,67,Austria
57931,Detlef Kstner,M,174,71,East Germany
57932,Kharikleia Kastritsi,F,160,58,Greece
57933,Nachman Kastro,M,176,64,Israel
57934,Robert Katrun,M,177,68,Yugoslavia
57935,Vagn Westerberg Kastrup,M,,,Anitra
57936,Goran Kasum,M,181,94,Yugoslavia
57937,Mujandjae Kasuto,M,170,75,Namibia
57938,Kyoko Kasuya,F,165,52,Japan
57939,Antti Alexander Kasvio,M,185,77.5,Finland
57940,Matti Juhani Kasvio,M,189,79,Finland
57941,Daniel Jerem Kaswanga,M,138,67,Malawi
57942,Aleksandr Vladimirovich Kasyanov,M,184,102,Russia-2
57943,Rbert Kasza,M,180,71,Hungary
57944,Tamara Kaszala,F,169,53,Hungary
57945,Kazimierz Jzef Kaszuba,M,,,Poland
57946,"Frances Theresa Kaszubski (Sobczak-, Gorn-)",F,180,75,United States
57947,"Willem Hendrik ""Wim"" Kat",M,,,Netherlands
57948,Mikio Katagiri,M,168,67,Japan
57949,Miyuki Katagiri (-Furukawa),F,155,52,Japan
57950,Erkki Olavi Kataja,M,177,68,Finland
57951,Kari Sakari Kataja,M,181,80,Finland
57952,Tero Eerik Katajisto,M,160,59,Finland
57953,Sreko Katanec,M,190,75,Yugoslavia
57954,Torajiro Kataoka,M,,,Japan
57955,Shivani Kataria,F,163,60,India
57956,Vandana Katariya,F,159,48,India
57957,Hiroshi Katayama,M,170,69,Japan
57958,Misako Katayama,F,163,63,Japan
57959,Rie Katayama,F,157,48,Japan
57960,Shingo Katayama,M,168,73,Japan
57961,Takamitsu Katayama,M,170,76,Japan
57962,Tatsuki Katayama,M,186,87,Japan
57963,Toshiichi Katayama,M,,,Japan
57964,Gyula Kt,M,177,64,Hungary
57965,Evans Katebe,M,,,Zambia
57966,Vasilios Katekhis,M,,,"Lemzos Thorichton ""Spetsai""-4"
57967,Kennedy Katende,M,178,81,Sweden
57968,Klaus Kater,M,186,75,West Germany
57969,Renata Katewicz,F,179,95,Poland
57970,Klaus Kathan,M,182,85,Germany
57971,Apostolos Kathiniotis,M,177,66,Greece
57972,Ktia Andreia Caldeira Lopes,F,172,64,Brazil
57973,Ktia Cilene Teixeira da Silva,F,172,70,Brazil
57974,Buila Katiavala,M,208,102,Angola
57975,Sugiono Katijo,M,,60,Indonesia
57976,Bra Katipolu,F,165,63,Turkey
57977,Pl Katk,M,176,72,Hungary
57978,Akemi Kato,F,161,56,Japan
57979,Akiko Kato (-Sekiwa),F,160,49,Japan
57980,Daisuke Kato,M,165,60,Japan
57981,Eizo Kato,M,,,Japan
57982,Fujiko Kato,F,152,49,Japan
57983,Izumi Kato,F,160,53,Japan
57984,Joji Kato,M,165,65,Japan
57985,Junichi Kato,M,,,Japan
57986,Kazuyoshi Kato,M,163,53,Japan
57987,Kenzo Kato,M,183,96,Japan
57988,Kiyomi Kato (-Nakamura),F,180,78,Japan
57989,Kiyomi Kato,M,163,52,Japan
57990,Masako Kato,F,159,48,Japan
57991,Masao Kato,M,158,68,Japan
57992,Masashi Kato,M,171,62,Japan
57993,Mikiko Kato,F,164,60,Japan
57994,Mineo Kato,M,173,69,Japan
57995,Miyoshi Kato,F,157,48,Japan
57996,Nobuya Kato,M,185,67,Japan
57997,Ryohei Kato,M,162,54,Japan
57998,Sawao Kato,M,163,59,Japan
57999,Tadamasa Kato,M,178,73,Japan
58000,Tadashi Kato,M,,,Japan
58001,Taihei Kato,M,169,59,Japan
58002,Takahisa Kato,M,,,Japan
58003,Takako Kato,F,180,69,Japan
58004,Takehisa Kato,M,167,60,Japan
58005,Takeshi Kato,M,164,56,Japan
58006,Tomoe Kato (Sakai-),F,158,50,Japan
58007,Yuka Kato,F,158,56,Japan
58008,Yumiko Kato,F,161,54,Japan
58009,Yurie Kato,F,161,48,Japan
58010,David Katoatau,M,170,103,Kiribati
58011,Eugnio Katombi,M,174,71,Angola
58012,Andrs Katona,M,186,84,Hungary
58013,Gbor Katona,M,186,81,Hungary
58014,Gyula Katona (Krausz-),M,,,Hungary
58015,Jzsef Katona,M,176,76,Hungary
58016,Sndor Katona,M,166,64,Hungary
58017,Jolly Katongole,M,168,48,Uganda
58018,Jacob Kipngetcih Katonon,M,192,77,Kenya
58019,Khristos Katrantzis,M,188,78,Greece
58020,N. Katravas,M,,,Greece
58021,Serge Melfinn Kats,M,184,79,Netherlands
58022,Ioannis Katsaidonis,M,155,56,Greece
58023,Konstantina Katsaiti,F,168,62,Greece
58024,Nikita Gennadyevich Katsalapov,M,180,,Russia-1
58025,Prodromos Katsantonis,M,180,73,Cyprus
58026,Michael Alan Katsidis,M,170,60,Australia
58027,Khristodoulos Katsinioridis,M,,,Cyprus
58028,Mikhail Katsoulis,M,,,"Phalainis ton Thorichtou ""Hydra""-2"
58029,Shigetaka Katsuhisa,M,,,Japan
58030,Masanori Katsumoto,M,163,50,Japan
58031,Kazuo Katsuramoto,M,,,Japan
58032,Yuji Katsuro,M,164,63,Japan
58033,Faud Mauricio Kattan Shemmessian,M,174,69,Bolivia
58034,Adriaan Johan Louis Katte,M,,,Netherlands
58035,Berndt Leopold Katter,M,171,66,Finland
58036,Teemu Antero Kattilakoski,M,181,73,Finland
58037,Dimitrios Kattis,M,194,80,Greece
58038,Thadius Katua,M,167,60,Papua New Guinea
58039,Aleksey Katulevsky,M,187,80,Kyrgyzstan
58040,Ravi Kumar Katulu,M,,69,India
58041,Kampela Katumba,M,,,Zambia
58042,Ryszard Katus,M,184,81,Poland
58043,tefan Katuk,M,182,80,Czechoslovakia
58044,Marita Viktorovna Katusheva (Aven-),F,174,70,Soviet Union
58045,Raisa Filippovna Katyukova-Smekhnova,F,166,55,Soviet Union
58046,Elias Katz,M,175,59,Finland
58047,Joshua Katz,M,167,60,Australia
58048,Nathan Katz,M,175,66,Australia
58049,Edgar Katzenstein,M,,,"Germania Ruder Club, Hamburg"
58050,Walther Katzenstein,M,,,"Germania Ruder Club, Hamburg-2"
58051,Richard Rudolf Katzer,M,,,Germany
58052,Klaus Katzur,M,190,85,Germany
58053,Mynhardt Mbeumuna Kauanivi,M,178,59,Namibia
58054,Aleksandra Kauc,F,160,60,Poland
58055,Reinhold Kauder,M,172,75,West Germany
58056,Per Ludvig Gsta Kaufeldt,M,,,Sweden
58057,Evelin Kaufer (-Schmuck),F,160,53,East Germany
58058,Urs Kufer,M,189,88,Germany
58059,"Cynthia Diane ""Cindy"" Kauffman (-Marshall)",F,160,49,United States-3
58060,Harold Meredith Kauffman,M,,,United States-8
58061,"Kathrine A. ""Katie"" Kauffman (-Beach)",F,167,58,United States
58062,"Ronald Lee ""Ronnie"" Kauffman",M,193,80,United States-3
58063,Otmar Kaufhold,M,191,78,West Germany
58064,Gilbert Scott Kaufman,M,175,69,Australia
58065,"Mikael ""Micha"" Kaufman",M,170,68,Israel
58066,Alicia Adela Kaufmanas,F,168,58,Argentina
58067,Carl Kaufmann,M,183,76,Germany
58068,Christian Kaufmann,M,171,64,Switzerland
58069,Fritz Kaufmann,M,175,,Switzerland
58070,Gordon Bernie Kaufmann,M,,,United States
58071,Gustav Kaufmann,M,172,87,Liechtenstein
58072,Heinz Werner Alfred Kaufmann,M,,,Germany
58073,Manfred Kaufmann,M,187,82,Brazil
58074,Sren Kaufmann,M,179,62,Germany
58075,Waltraud Kaufmann (-Phlitz),F,161,53,Germany
58076,Wilhelm Kaufmann,M,,,Germany
58077,Wilhelm Kaufmann,M,,,Austria
58078,Marianne Kaufmann-Abderhalden,F,177,77,Switzerland
58079,Rimantas Kauknas,M,192,95,Lithuania
58080,Tomas Kauknas,M,177,66,Lithuania
58081,Anil Kaul,M,182,76,Canada
58082,Aleksandr Olegovich Kaun,M,211,113,Russia
58083,Elfriede Kaun (-Rahn),F,170,60,Germany
58084,Juha Pekka Kaunismki,M,187,88,Norway
58085,Lsma Kauniste (Avotia-),F,167,60,Soviet Union
58086,Lars Martin Kaupang,M,180,70,Norway
58087,Hans Kaupmannsennecke,M,184,80,Germany
58088,Ossi Ensio Kauppi,M,,,Finland
58089,Raimo Veli Tapio Kauppila,M,181,85.5,Finland
58090,Jarkko Kauppinen,M,179,74,Finland
58091,Kauko Kalervo Kauppinen,M,187,78,Finland
58092,Gurmeet Kaur Rai,F,175,74,India
58093,Harwant Kaur,F,168,70,India
58094,Khushbir Kaur,F,,,India
58095,Mandeep Kaur,F,156,54,India
58096,Manjit Kaur,F,175,61,India
58097,Manpreet Kaur,F,170,89,India
58098,Navjot Kaur,F,167,53,India
58099,Paramjit Kaur,F,,,India
58100,Rajwinder Kaur Gill,F,158,53,India
58101,Leni Larsen Kaurin,F,166,62,Norway
58102,Katrin Kauschke,F,176,62,Germany
58103,F. Jakab Kauser,M,,,Hungary
58104,Hari Pal Kaushik,M,178,77,India
58105,Maharaj Krishon Kaushik,M,163,60,India
58106,Istvn Kausz,M,181,71,Hungary
58107,Christian Kauter,M,186,78,Switzerland
58108,Fabian Raphael Kauter,M,181,83,Switzerland
58109,Michael Kauter,M,188,82,Switzerland
58110,Kathleen Kauth,F,173,68,United States
58111,Mariana Kautz (-Patschinski),F,155,,Germany
58112,Joseph Kauvai,M,180,90,Cook Islands
58113,Peter Kauzer,M,177,70,Slovenia
58114,Yuko Kavaguti,F,157,38,Russia-1
58115,Ebru Kavaklolu,F,167,58,Unified Team
58116,Joko Kavalar,M,,,Slovenia
58117,Antanas Kavaliauskas,M,208,114,Lithuania
58118,Egidijus Kavaliauskas,M,176,69,Lithuania
58119,Jan Kavan,M,,,Czechoslovakia
58120,Ji Kavan,M,174,78,Czechoslovakia
58121,Fergus Kavanagh,M,182,75,Australia
58122,"John ""Juan"" Kavanagh I.",M,,,Venezuela
58123,"Patrick ""Paddy"" Kavanagh",M,,,Ireland
58124,Eirini Kavarnou,F,171,55,Greece
58125,Zoltn Kvay,M,,,Hungary
58126,Bla Kavi,M,185,81,Slovenia
58127,Marko Kavi,M,177,70,Yugoslavia
58128,Ignac Kavec,M,,,Yugoslavia
58129,Monique Kavelaars (-Karlsson),F,165,56,Canada
58130,David Kavelasvili,M,180,94,Greece
58131,Boris Veniaminovich Kaveshnikov,M,182,68,Kyrgyzstan
58132,Pavel Ivanovich Kavetsky,M,183,74,Belarus
58133,Hana Kavkov,F,169,60,Czechoslovakia
58134,"James ""Jim"" Kavourias",M,195,101,Greece
58135,Vid Kavtinik,M,191,90,Slovenia
58136,Justus Kavulanya Lumumba,M,,,Kenya
58137,Ali Kavuma,M,170,83,Uganda
58138,Alexandra Kavvada,F,168,67,Greece
58139,Tatiana Kavvadia,F,180,74,Greece
58140,Kaw Fun Ying,M,,,Malaysia
58141,Franciszek Jzef Remigiusz Kawa,M,170,68,Poland
58142,Emi Kawabata,F,165,58,Japan
58143,Hiromi Kawabata,F,180,72,Japan
58144,Shingo Kawabata,M,174,65,Japan
58145,Shinichiro Kawabata,M,187,90,Japan
58146,Takafumi Kawabata,M,168,62,Japan
58147,Miho Kawabe,F,155,52,Japan
58148,Isao Kawabuchi,M,,,Japan
58149,Saburo Kawabuchi,M,172,72,Japan
58150,Masatsugu Kawachi,M,178,67,Japan
58151,Tsuyoshi Kawachi,M,173,71,Japan
58152,Eiko Kawada,F,167,71,Japan
58153,Setsuo Kawada,M,169,68,Boreas
58154,Takayoshi Kawagoe,M,175,69,Japan
58155,Koichi Kawaguchi,M,,,Japan
58156,Takao Kawaguchi,M,164,63,Japan
58157,Yoshikatsu Kawaguchi,M,179,78,Japan
58158,Yutaka Kawaguchi,M,174,79,Japan
58159,Masayuki Kawahara,M,172,72,Japan
58160,Makoto Kawahira,M,178,87,Japan
58161,Aya Kawai,F,165,51,Japan
58162,Carlos Issamu Kawai,M,175,63,Brazil
58163,Risako Kawai,F,160,61,Japan
58164,Shunichi Kawai,M,194,82,Japan
58165,Tatsuo Kawai,M,179,85,Japan
58166,Toshinobu Kawai,M,173,64,Japan
58167,Yuki Kawai,F,168,63,Japan
58168,Tatsugo Kawaishi,M,,,Japan
58169,"Sumio ""Chosei"" Kawakami",M,,,Japan
58170,Kenshin Kawakami,M,178,90,Japan
58171,Masashi Kawakami,M,178,67,Japan
58172,Naoko Kawakami,F,156,50,Japan
58173,Yuko Kawakami,F,152,45,Japan
58174,"Magorzata Helena Kawalska (-Gryczuk, -Cieliczka)",F,177,74,Poland
58175,Naoki Kawamae,M,168,62,Japan
58176,Evelyn Tokue Kawamoto (-Konno),F,,,United States
58177,Sho Kawamoto,M,175,68,Japan
58178,Shunsuke Kawamoto,M,182,77,Japan
58179,Taizo Kawamoto,M,,,Japan
58180,Yukari Kawamoto,F,164,48,Japan
58181,Hideaki Kawamura,M,175,67,Japan
58182,Katsutoshi Kawamura,M,173,72,Japan
58183,Kazuo Kawamura,M,170,61,Japan
58184,Motomi Kawamura,F,157,54,Japan
58185,Takeo Kawamura,M,181,79,Japan
58186,Yasuo Kawamura,M,,,Japan
58187,Kaori Kawanaka,F,159,51,Japan
58188,Keiichi Kawanaka,M,179,64,Japan
58189,Hide (Akio-) Kawanishi,M,,,Japan
58190,Shigeko Kawanishi,F,171,66,Japan
58191,Katsumi Kawano,M,188,78,Japan
58192,Masato Kawano,M,185,84,Japan
58193,Shunichi Kawano,M,177,87,Japan
58194,Yoshihiro Kawano,M,178,77,Japan
58195,Nada M. Kawar,F,178,85,Jordan
58196,Bassam Kawas,M,165,52,Lebanon
58197,Eiichi Kawasaki,M,,,Japan
58198,Mayumi Kawasaki,F,167,52,Japan
58199,Mayumi Kawasaki,F,183,69,Japan
58200,Mitchell Akira Kawasaki,M,160,55,Canada
58201,Munenori Kawasaki,M,179,74,Japan
58202,Tsutomu Kawasaki,M,171,75,Japan
58203,Yukari Kawasaki,F,172,62,Japan
58204,Akiko Kawase,F,161,50,Japan
58205,Miyako Kawase,F,170,68,Japan
58206,Tokie Kawase,F,157,48,Japan
58207,Yukari Kawase,F,182,64,Japan
58208,Kozo Kawashima,M,169,61,Japan
58209,Naoko Kawashima,F,163,55,Japan
58210,Shinji Kawashima,M,166,53,Japan
58211,Yoshiaki Kawashima,M,,,Japan
58212,Hiromi Kawasumi,M,180,70,Japan
58213,Nahomi Kawasumi,F,157,50,Japan
58214,Kentaro Kawatsu,M,,,Japan
58215,Masanori Kawatsu,M,170,62,Japan
58216,Sayoko Kawauchi-Kitabatake,F,163,57,Japan
58217,Shudo Kawawa,M,171,64,Japan
58218,Hiroyuki Kawazoe,M,176,65,Japan
58219,Koru Kawazu,M,170,62,Japan
58220,Radosaw Kawcki,M,189,76,Poland
58221,Zdzisaw Szczsny Kawecki-Gozdawa,M,171,70,Poland
58222,Zygmunt Kawecki,M,179,73,Poland
58223,Sunisa Kawrungruang,F,165,51,Thailand
58224,Jan Kawulok,M,176,74,Poland
58225,Stanisaw Hubert Kawulok,M,171,68,Poland
58226,"Thomas ""Tom"" Kay",M,185,72,Great Britain
58227,Ali (Stanley Kiprotich-) Kaya (Mukche-),M,175,54,Turkey
58228,Aras (Amos-) Kaya (Kibitok-),M,181,60,Turkey
58229,Halil Kaya,M,,,Turkey
58230,Kvlcm Kaya Salman,F,166,85,Turkey
58231,Mustafa Kaya,M,164,65,Turkey
58232,zlem Kaya,F,165,47,Turkey
58233,Rza Kayaalp,M,182,130,Turkey
58234,Glden Kayalar Kuzubaolu,F,167,57,Turkey
58235,Ali Kayali,M,186,97,Turkey
58236,Shinsuke Kayama,M,,,Japan
58237,Humphrey Kayange,M,193,106,Kenya
58238,Irina Kaydashova,F,168,57,Uzbekistan
58239,Mervin Gilbert Kaye,M,,,Canada
58240,"Raymond ""Ray"" Kaye",M,,,United States
58241,Tuihaleni Frank Kayele,M,176,58,Namibia
58242,"Joseph ""Joe"" Kayes",M,198,125,Australia
58243,Selman Kaygusuz,M,165,65,Turkey
58244,Karri Kalervo Kyhk,M,190,80,Finland
58245,Tauno Olavi Kyhk,M,178,73,Finland
58246,Svetlana Mikhaylovna Kaykan,F,170,59,Russia
58247,"Joseph Daniel ""Joe"" Kaylor",M,178,75,United States
58248,Mark Ian Kaylor,M,188,75,Great Britain
58249,Martin Kaymer,M,184,74,Germany
58250,Alican Kaynar,M,191,98,Turkey
58251,Oluyemi Kayode,M,183,79,Nigeria
58252,Salloum Kaysar,M,,,Lebanon
58253,Oliver Kayser,M,185,72,Austria
58254,Nataliya Valentinovna Kayukova,F,175,66,Russia
58255,Tamara Aleksandrovna Kazachkova (-Sorokina),F,164,52,Soviet Union
58256,Kimio Kazahari,M,,,Japan
58257,Andrey Georgiyevich Kazak,M,173,83,Belarus
58258,Nataliya Ivanovna Kazak,F,156,46,Soviet Union
58259,Nikolay Petrovich Kazak,M,170,67,Belarus
58260,Aleksandras Kazakeviius,M,175,66,Lithuania
58261,Igors Kazakvis,M,176,68,Latvia
58262,Aleksey Valeryevich Kazakov,M,217,102,Russia
58263,Rustem Abdullayevich Kazakov,M,160,57,Soviet Union
58264,Sergey Nikolayevich Kazakov,M,168,48,Russia
58265,Oksana Borisovna Kazakova,F,158,48,Russia-1
58266,Maksis Kazks,M,,,Latvia
58267,Atsushi Kazama,M,174,63,Japan
58268,Eiichi Kazama,M,,,Japan
58269,Sadao Kazama,M,174,80,Japan
58270,Maria Jolanta Kazanecka-Grecka (-Bajka),F,167,66,Poland
58271,Oleksiy Viktorovych Kazanin,M,172,64,Ukraine
58272,Svetlana Anatolyevna Kazanina,F,176,62,Kazakhstan
58273,Tatyana Vasilyevna Kazankina (-Kovalenko),F,162,47,Soviet Union
58274,Pavel Semyonovich Kazankov,M,,,Soviet Union
58275,Milko Georgiev Kazanov,M,186,86,Bulgaria
58276,Musa Iliev Kazanov,M,172,73,Bulgaria
58277,Lyubomira Kazanova,F,177,56,Bulgaria
58278,Igors Jakovlevitch Kazanovs,M,186,81,Latvia
58279,Gerald Franois Kazanowski,M,205,100,Canada
58280,Mikhail Kazantsev,M,,,Soviet Union
58281,Roman Kazantsev,M,196,92,Soviet Union
58282,Vladimir Kazantsev,M,196,86,Uzbekistan
58283,Vladimir Dmitriyevich Kazantsev,M,176,66,Soviet Union
58284,Flora Khasanovna Kazantseva (Mukhamedova-),F,,,Soviet Union
58285,Matej Kazr,M,187,75,Slovakia
58286,Dmitry Kazarlyga,M,179,71,Kazakhstan
58287,Raphael Kazembe,M,,58,Malawi
58288,Manijeh Kazemi,F,168,50,Iran
58289,Ahad Kazemi Sarai,M,180,71,Iran
58290,Olga Kazi (-Gyulai),F,167,52,Hungary
58291,Tams Kazi,M,180,68,Hungary
58292,Linda Kazienko,F,175,61,Canada
58293,Sandra Kazkov,F,167,56,Czech Republic
58294,Rbert Kaimr,M,173,62,Slovakia
58295,Nadiya Mykolavna Kazimirchuk (-Fortunatova),F,175,60,Ukraine
58296,Ilian Mateev Kaziyski,M,192,94,Bulgaria
58297,Matey Ilianov Kaziyski,M,202,93,Bulgaria
58298,Valdas Kazlauskas,M,178,68,Lithuania
58299,Stanisaw Kamierczak,M,179,72,Poland
58300,Kai Kazmirek,M,190,88,Germany
58301,Sergey Kaznacheyev,M,,,Kazakhstan
